Tree Name,Previous Name (HTHC),Street Segment,Tree Number,Genus,Species,Species ID Code,Tree tag present,ID Notes,Multi-stemmed,Height measured (DBH),Total DBH,Land Use Type,Site type,Street,Sidewalk,Powerline,Mulch,Mulch volcano,Pruned,Mowing,Protection at base,Stake,Cement fence at base,Girdling Roots,Fungal Conch,Damage to road/sidewalk,Other Cues to Care,Other Notable Damage,Other notes,Removed
275-CEOC-011,260-01-CEOC-011,275,11,Celtis,occidentalis,CEOC,FALSE,,FALSE,,14.6,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-FRUN-012,260-01-FRUNK-012,275,12,Fraxinus,unknown,FRUN,TRUE,,FALSE,,11.7,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-ROUN-013,260-01-ROUNK-013,275,13,Robinia,unknown,ROUN,FALSE,,FALSE,,11.9,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,weed mat,decay at base,,FALSE
275-ACPL-014,260-01-ACPL-014,275,14,Acer,platanoides,ACPL,FALSE,,FALSE,,7.2,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay ,,FALSE
275-GLTR-015,260-01-GLTR-015,275,15,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,13.5,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
275-GLTR-016,260-01-GLTR-016,275,16,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,8.85,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
275-GLTR-017,260-01-GLTR-017,275,17,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,18.3,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay ,,FALSE
275-GLTR-018,260-01-GLTR-018,275,18,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,15.4,INST,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-FRUN-019,260-01-FRUNK-019,275,19,Fraxinus,unknown,FRUN,TRUE,,FALSE,,10.1,MFR,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,weed mat,,,FALSE
275-FRUN-020,260-01-FRUNK-020,275,20,Fraxinus,unknown,FRUN,TRUE,,FALSE,,10.8,MFR,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,weed mat,,,FALSE
275-FRUN-021,260-01-FRUNK-021,275,21,Fraxinus,unknown,FRUN,TRUE,,FALSE,,8.75,MFR,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
275-FRUN-022,260-01-FRUNK-022,275,22,Fraxinus,unknown,FRUN,TRUE,,FALSE,,9.8,MFR,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
275-GYDI-026,260-01-GYDI-026,275,26,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,11.5,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
275-GYDI-027,260-01-GYDI-027,275,27,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,8.1,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
275-ULUN-028,260-01-ULUNK-028,275,28,Ulmus,unknown,ULUN,FALSE,,FALSE,,23.6,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,weed mat,,,FALSE
275-GYDI-029,260-01-GYDI-029,275,29,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,10.9,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,trunk decay,,FALSE
275-MOAL-030,260-01-MOAL-030,275,30,Morus,alba,MOAL,FALSE,,FALSE,,11.1,SFR-D,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,trunk decay,,FALSE
275-FRUN-031,260-01-FRUNK-031,275,31,Fraxinus,unknown,FRUN,FALSE,,FALSE,,11.8,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
275-GYDI-032,260-01-GYDI-032,275,32,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,15.3,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
275-MOAL-033,260-01-MOAL-033,275,33,Morus,alba,MOAL,FALSE,,FALSE,,17.7,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,bleeding trunk,,FALSE
275-GYDI-034,260-01-GYDI-034,275,34,Gymnocladus,dioicus,GYDI,FALSE,,FALSE,,14.2,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,bleeding trunk ,,FALSE
275-TIAM-035,260-01-TIAM-035,275,35,Tilia,americana,TIAM,FALSE,,FALSE,,16.4,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
275-QUMA-036,260-01-QUMA-036,275,36,Quercus,macrocarpa,QUMA,FALSE,,FALSE,,22.2,MFR,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,fence around planting strip,,,FALSE
275-ACSA-037,260-01-ACSA-037,275,37,Acer,saccharinum,ACSA,FALSE,,FALSE,,16.8,V,SP,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,fence around planting strip ,dead branches,,FALSE
275-TADI-038,260-01-TADI-038,275,38,Taxodium,distichum,TADI,FALSE,,FALSE,,18.2,V,SP,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fence around planting strip ,dead branches ,,FALSE
275-FRUN-039,260-01-FRUNK-039,275,39,Fraxinus,unknown,FRUN,TRUE,we think white ash,FALSE,,15.8,SFR-A,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,sprouts at base ,,FALSE
275-POTR-040,260-01-POTR-040,275,40,Populus,tremuloides,POTR,TRUE,,FALSE,,2.7,SFR-A,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"""pet free zone"" sign",sprouts at base ,,FALSE
275-PYCA-041,260-01-PYCA-041,275,41,Pyrus,calleryana,PYCA,FALSE,,FALSE,,12.6,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"""pet free zone"" sign ",,,FALSE
275-FRUN-042,260-01-FRUNK-042,275,42,Fraxinus,unknown,FRUN,TRUE,,FALSE,,8.2,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-FRUN-043,260-01-FRUNK-043,275,43,Fraxinus,unknown,FRUN,TRUE,,FALSE,,15.7,SFR-A,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
275-FRUN-044,260-01-FRUNK-044,275,44,Fraxinus,unknown,FRUN,TRUE,,FALSE,,14.3,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,FALSE
275-FRUN-045,260-01-FRUNK-045,275,45,Fraxinus,unknown,FRUN,TRUE,,FALSE,,14.2,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
275-LIST-046,260-01-LIST-046,275,46,Liquidambar,styraciflua,LIST,FALSE,,FALSE,,11.7,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,dead branches,,FALSE
275-QUMA-047,260-01-QUMA-047,275,47,Quercus,macrocarpa,QUMA,FALSE,,FALSE,,18.8,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,fungus on leaves,,FALSE
275-FRUN-048,260-01-FRUNK-048,275,48,Fraxinus,unknown,FRUN,TRUE,,FALSE,,16.4,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-GLTR-049,260-01-GLTR-049,275,49,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,14.4,MFR,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,burl at base,,FALSE
275-FRUN-050,260-01-FRUNK-050,275,50,Fraxinus,unknown,FRUN,TRUE,,FALSE,,7.5,SFR-A,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-LITU-051,260-01-LITU-051,275,51,Liriodendron,tulipfera,LITU,FALSE,,FALSE,,9.4,SFR-A,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
275-FRUN-052,260-01-FRUNK-052,275,52,Fraxinus,unknown,FRUN,TRUE,,FALSE,,14.2,SFR-A,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,metal fence,,,FALSE
275-FRUN-053,260-01-FRUNK-053,275,53,Fraxinus,unknown,FRUN,TRUE,,FALSE,,8.1,SFR-A,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-TICO-054,260-01-TICO-054,275,54,Tilia,cordata,TICO,FALSE,,FALSE,,2.3,SFR-A,SC,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-FRUN-055,260-01-FRUNK-055,275,55,Fraxinus,unknown,FRUN,TRUE,,FALSE,,12.4,SFR-D,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
275-FRUN-056,260-01-FRUNK-056,275,56,Fraxinus,unknown,FRUN,TRUE,,FALSE,,15.5,SFR-D,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-FRUN-057,260-01-FRUNK-057,275,57,Fraxinus,unknown,FRUN,TRUE,,FALSE,,9.3,MP,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"wooden fence, shrubs ",,,FALSE
275-ULAM-058,260-01-ULAM-058,275,58,Ulmus,americana,ULAM,FALSE,,FALSE,"5'3""",30.9,MP,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,FALSE
275-FRPE-059,260-01-FRPE-059,275,59,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,12.3,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-FRPE-060,260-01-FRPE-060,275,60,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,14.3,SFR-D,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-GLTR-061,260-01-GLTR-061,275,61,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,10.9,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
275-FRPE-062,260-01-FRPE-062,275,62,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,18.8,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-MEGL-063,260-01-MEGL-063,275,63,Metasequoia,glyptostroboides,MEGL,FALSE,,FALSE,,15.5,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,trunk decay,,FALSE
275-QUAL-064,260-01-QUAL-064,275,64,Quercus,alba,QUAL,FALSE,,FALSE,,14.5,MFR,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,wooden enclosure ,FALSE
275-GLTR-065,260-01-GLTR-065,275,65,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,16.5,MFR,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,sprouts at base ,,FALSE
275-MAPR-066,260-01-MAUNK-066,275,66,Malus,prunifolia,MAPR,FALSE,malus micromalus?,FALSE,"1'9""",10.6,SFR-A,SC,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk sprouts ,wooden enclosure ,FALSE
275-FRUN-067,260-01-FRUNK-067,275,67,Fraxinus,unknown,FRUN,TRUE,,FALSE,,13.3,SFR-A,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,weed mat,,,FALSE
275-FRPE-068,260-01-FRPE-068,275,68,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,9.6,SFR-A,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-PYCA-069,260-01-PYCA-069,275,69,Pyrus,calleryana,PYCA,FALSE,,FALSE,"3'9""",7.3,SFR-A,SP,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,trunk decay,,FALSE
275-TIAM-070,260-01-TIAM-070,275,70,Tilia,americana,TIAM,FALSE,,FALSE,,12.8,SFR-A,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,FALSE
275-PYCA-071,260-01-PYCA-071,275,71,Pyrus,calleryana,PYCA,FALSE,,FALSE,,11.6,SFR-A,SP,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
275-FRPE-072,260-01-FRPE-072,275,72,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,15.7,SFR-A,SC,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-QUMA-073,260-01-QUMA-073,275,73,Quercus,macrocarpa,QUMA,FALSE,,FALSE,,11.7,SFR-A,SC,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,enclosed with bricks,FALSE
275-ACXF-074,260-01-AXCF-074,275,74,Acer,x freemanii,ACXF,FALSE,,FALSE,,3.7,SFR-A,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,enclosed gardenscape ,,,FALSE
275-GLTR-075,260-01-GLTR-075,275,75,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,16,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,FALSE
275-ACPL-076,260-01-ACPL-076,275,76,Acer,platanoides,ACPL,FALSE,,FALSE,,10.4,SFR-D,SP,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-GIBI-077,260-01-GIBI-077,275,77,Ginkgo,biloba,GIBI,FALSE,,FALSE,,6.8,SFR-D,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,concrete around base,,,FALSE
275-GLTR-078,260-01-GLTR-078,275,78,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,18.2,SFR-D,SP,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-GLTR-079,260-01-GLTR-079,275,79,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,18.1,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,swelling at base ,,FALSE
275-ACPL-080,260-01-ACPL-080,275,80,Acer,platanoides,ACPL,FALSE,,FALSE,,8.6,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,wood plank enclosure ,FALSE
275-ACXF-081,260-01-AXCF-081,275,81,Acer,x freemanii,ACXF,FALSE,,FALSE,,9.5,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,wood plank enclosure ,FALSE
275-ULAM-082,260-01-ULAM-082,275,82,Ulmus,americana,ULAM,FALSE,,FALSE,,3.5,COMM,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-GLTR-083,260-01-GLTR-083,275,83,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,10.2,COMM,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-GLTR-084,260-01-GLTR-084,275,84,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,10.3,COMM,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,swelling at base,,FALSE
275-FRPE-085,260-01-FRPE-085,275,85,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,11,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,weed mat ,FALSE
275-GIBI-086,260-01-GIBI-086,275,86,Ginkgo,biloba,GIBI,FALSE,,FALSE,,2.65,MIX,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,sprouts at the base ,,FALSE
275-GIBI-087,260-01-GIBI-087,275,87,Ginkgo,biloba,GIBI,FALSE,,FALSE,,1.5,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,sprouts at the base,,FALSE
275-FRPE-088,260-01-FRPE-088,275,88,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,10,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"weed mat, grate","sprouts at base , dead branches ",,FALSE
275-FRPE-089,260-01-FRPE-089,275,89,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,9.4,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,sprouts at base ,,FALSE
275-FRPE-090,260-01-FRPE-090,275,90,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,9.9,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-FRPE-091,260-01-FRPE-091,275,91,Fraxinus,pennsylvanica,FRPE,TRUE,,FALSE,,11.5,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-FRPE-092,260-01-FRPE-092,275,92,Fraxinus,pennsylvanica,FRPE,FALSE,,FALSE,,7.6,MIX,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-ULAM-093,260-01-ULAM-093,275,93,Ulmus,americana,ULAM,FALSE,,FALSE,,10.5,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,swelling at base ,,FALSE
275-ULAM-094,260-01-ULAM-094,275,94,Ulmus,americana,ULAM,FALSE,,FALSE,,13.2,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,grate,branch decay,,FALSE
275-GLTR-95,260-01-GLTR-095,275,95,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,7.9,MIX,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,swelling at base ,,FALSE
275-TADI-96,260-01-TADI-096,275,96,Taxodium,distichum,TADI,FALSE,,FALSE,,2.2,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE
275-GLTR-97,260-01-GLTR-097,275,97,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,10.1,SFR-D,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,grate,,,FALSE
275-GLTR-98,260-01-GLTR-098,275,98,Gleditsia,triacanthos,GLTR,FALSE,,FALSE,,13.4,MFR,SC,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"weed mat, grate",,,FALSE
