tree_id,CreatedTree,TreeName,CommonName,Genus,Species,Plants,DateAdded,TimeAdded,Latitude,Longitude,Address,TreeNotes,Adopted,RootConfig,ContainerSize,CaliperSize,DBH,VisitDate,VisitTime,VisitType,VisitorName,VisitDBH,VisitTreeHeight,StewardshipTasks,TimeSpent,ExitHoles,Exudation,Eggs,AdultInsectOrLarvaAppearance,FruitDamage,HolesInLeaves,Frass,EpicormicSprouts,Flaking,S_ShapedGalleries,BarkFissures,DeadBark,Galls,DeadTwigs,DiscolorationDeciduous,DiscoloraionConfier,WiltedLeaves,PrematureLeafLoss,LeafDiscoloration,CrownVigor,LeafDefoliation,FineTwigDieback,CrownLightExposure,FineTwigDiebackZ,LeafDiscolorationZ,LeafDefoliationZ,CrownVigorZ,CrownLightExposureZ,StressIndexNumber,Z_Score
30214,Renata Kamakura ,122-01-CEOC-004,common hackberry,Celtis,occidentalis,CEOC,2021-07-09T00:00:00.000Z,23:17:31,41.8761,-87.6885,"343 S Campbell Ave, Chicago, IL 60612, USA",,1,,,,4.17,2022-07-26T00:00:00.000Z,13:48:47,Health Check,unknown user,4.4,,,0,,,,,,,,,,,,,,,,,,,1,1,2,5,4,-0.376012247,-0.804691902,0.442571608,-0.984896171,-0.406729889,-0.42595172,3
30214,Renata Kamakura ,122-01-CEOC-004,common hackberry,Celtis,occidentalis,CEOC,2021-07-09T00:00:00.000Z,23:17:31,41.8761,-87.6885,"343 S Campbell Ave, Chicago, IL 60612, USA",,1,,,,4.17,2021-07-09T00:00:00.000Z,23:16:37,Health Check,Renata Kamakura ,4.17,,,0,,,,,,,,,,,,,,,,,,,1,2,2,5,4,-0.376012247,-0.804691902,0.442571608,-0.133974847,-0.406729889,-0.255767455,5
58012,Renata Kamakura ,122-01-CEOC-005,common hackberry,Celtis,occidentalis,CEOC,2021-07-09T00:00:00.000Z,23:21:28,41.8761,-87.6884,"343 S Campbell Ave, Chicago, IL 60612, USA",,1,,,,4.72,2022-07-26T00:00:00.000Z,13:49:54,Health Check,unknown user,4.9,,,0,,,,,,,,,,,,,,,,,,,1,2,2,15,4,0.190315184,-0.804691902,0.442571608,-0.133974847,-0.406729889,-0.142501969,5
58012,Renata Kamakura ,122-01-CEOC-005,common hackberry,Celtis,occidentalis,CEOC,2021-07-09T00:00:00.000Z,23:21:28,41.8761,-87.6884,"343 S Campbell Ave, Chicago, IL 60612, USA",,1,,,,4.72,2021-07-09T00:00:00.000Z,23:20:37,Health Check,Renata Kamakura ,4.72,,,0,,,,,,,,,,,,,,,,,,,1,2,2,20,4,0.473478899,-0.804691902,0.442571608,-0.133974847,-0.288382542,-0.062199757,6
107425,Renata Kamakura ,122-01-GLTR-006,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-09T00:00:00.000Z,23:27:09,41.87614,-87.68834,"333 W Van Buren St, Chicago, IL 60607, USA",,1,,,,8.19,2021-07-09T00:00:00.000Z,23:25:48,Health Check,Renata Kamakura ,8.19,,,0,,,,,,,,,,,,,,,,,,,2,1,1,5,4,-0.796218677,0.902021917,-0.373475844,-0.992667411,-0.003095581,-0.252687119,5
107425,Renata Kamakura ,122-01-GLTR-006,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-09T00:00:00.000Z,23:27:09,41.87614,-87.68834,"333 W Van Buren St, Chicago, IL 60607, USA",,1,,,,8.19,2022-07-26T00:00:00.000Z,13:55:03,Health Check,Andrea Nunes,8.7,,,0,,,,,,,,,,,,,,,,,,,1,1,2,5,3,-0.796218677,-0.544036696,1.328837739,-0.992667411,-0.364379784,-0.273692966,4
74809,Renata Kamakura ,122-01-GLTR-013,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:09:39,41.8762,-87.6859,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,17.09,2021-07-10T00:00:00.000Z,0:08:38,Health Check,Renata Kamakura ,17.09,,,0,,,,,,,,,,,,,,,,,,,2,2,1,10,4,-0.474060613,0.902021917,-0.373475844,0.021224224,-0.003095581,0.014522821,6
74809,Renata Kamakura ,122-01-GLTR-013,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:09:39,41.8762,-87.6859,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,17.09,2022-07-26T00:00:00.000Z,14:27:28,Health Check,Andrea Nunes,17.4,,,0,,,,,,,,,,,,,,,,,,,1,2,2,20,4,0.170255516,-0.544036696,1.328837739,0.021224224,-0.364379784,0.1223802,7
77655,Renata Kamakura ,122-01-GLTR-014,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:15:50,41.8762,-87.6858,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,20.55,2021-07-10T00:00:00.000Z,0:14:46,Health Check,Renata Kamakura ,20.55,,,0,,,,,,,,,,,,,,,,,,,1,2,1,20,3,0.170255516,-0.544036696,-0.373475844,0.021224224,-0.003095581,-0.145825676,6
77655,Renata Kamakura ,122-01-GLTR-014,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:15:50,41.8762,-87.6858,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,20.55,2022-07-26T00:00:00.000Z,14:36:52,Health Check,Andrea Nunes,24.1,,,0,,,,,,,,,,,,,,,,,,,1,2,2,20,3,0.170255516,-0.544036696,1.328837739,0.021224224,-0.364379784,0.1223802,7
77655,Renata Kamakura ,122-01-GLTR-014,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:15:50,41.8762,-87.6858,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,20.55,2022-07-26T00:00:00.000Z,14:31:47,Health Check,Andrea Nunes,20.6,,,0,,,,,,,,,,,,,,,,,,,1,2,2,15,3,-0.151902548,-0.544036696,1.328837739,0.021224224,-0.364379784,0.057948587,6
23522,Renata Kamakura ,122-01-GLTR-015,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:22:03,41.8762,-87.6857,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,20.43,2021-07-10T00:00:00.000Z,0:21:08,Health Check,Renata Kamakura ,20.43,,,0,,,,,,,,,,,,,,,,,,,1,2,1,15,3,-0.151902548,-0.544036696,-0.373475844,0.021224224,-0.003095581,-0.210257289,5
47968,Renata Kamakura ,122-01-GLTR-016,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:28:02,41.8762,-87.6856,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,15.12,2021-07-10T00:00:00.000Z,0:27:06,Health Check,Renata Kamakura ,15.12,,,0,,,,,,,,,,,,,,,,,,,1,1,1,10,3,-0.474060613,-0.544036696,-0.373475844,-0.992667411,-0.003095581,-0.477467229,3
47968,Renata Kamakura ,122-01-GLTR-016,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:28:02,41.8762,-87.6856,"2358 W Van Buren St, Chicago, IL 60612, USA",,1,,,,15.12,2022-07-26T00:00:00.000Z,14:41:21,Health Check,Andrea Nunes,15.2,,,0,,,,,,,,,,,,,,,,,,,1,2,2,10,3,-0.474060613,-0.544036696,1.328837739,0.021224224,-0.364379784,-0.006483026,6
121627,Renata Kamakura ,122-01-GLTR-017,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:32:55,41.8762,-87.6854,"2334 W Van Buren St, Chicago, IL 60612, USA",,1,,,,16.1,2021-07-10T00:00:00.000Z,0:31:54,Health Check,Renata Kamakura ,16.1,,,0,,,,,,,,,,,,,,,,,,,1,1,1,10,3,-0.474060613,-0.544036696,-0.373475844,-0.992667411,-0.364379784,-0.549724069,3
121627,Renata Kamakura ,122-01-GLTR-017,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:32:55,41.8762,-87.6854,"2334 W Van Buren St, Chicago, IL 60612, USA",,1,,,,16.1,2022-07-26T00:00:00.000Z,14:44:11,Health Check,Andrea Nunes,16.4,,,0,,,,,,,,,,,,,,,,,,,1,2,2,15,3,-0.151902548,-0.544036696,1.328837739,0.021224224,-0.183737682,0.094077007,7
126494,Renata Kamakura ,122-01-GLTR-018,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:38:58,41.8762,-87.6853,"2334 W Van Buren St, Chicago, IL 60612, USA",,1,,,,15.24,2021-07-10T00:00:00.000Z,0:38:06,Health Check,Renata Kamakura ,15.24,,,0,,,,,,,,,,,,,,,,,,,1,2,1,25,3,0.49241358,-0.544036696,-0.373475844,0.021224224,-0.003095581,-0.081394063,6
126494,Renata Kamakura ,122-01-GLTR-018,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:38:58,41.8762,-87.6853,"2334 W Van Buren St, Chicago, IL 60612, USA",,1,,,,15.24,2022-07-26T00:00:00.000Z,14:49:09,Health Check,Andrea Nunes,15.4,,,0,,,,,,,,,,,,,,,,,,,2,2,2,20,3,0.170255516,0.902021917,1.328837739,0.021224224,-0.364379784,0.411591923,8
63196,Renata Kamakura ,122-01-GLTR-019,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:43:03,41.8762,-87.6852,"2334 W Van Buren St, Chicago, IL 60612, USA",,1,,,,14.41,2022-07-26T00:00:00.000Z,14:52:43,Health Check,Andrea Nunes,14.75,,,0,,,,,,,,,,,,,,,,,,,2,2,2,10,3,-0.474060613,0.902021917,1.328837739,0.021224224,-0.364379784,0.282728697,7
63196,Renata Kamakura ,122-01-GLTR-019,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,0:43:03,41.8762,-87.6852,"2334 W Van Buren St, Chicago, IL 60612, USA",,1,,,,14.41,2021-07-10T00:00:00.000Z,0:42:19,Health Check,Renata Kamakura ,14.41,,,0,,,,,,,,,,,,,,,,,,,2,2,1,15,4,-0.151902548,0.902021917,-0.373475844,0.021224224,-0.364379784,0.006697593,6
61692,Renata Kamakura ,122-01-GLTR-020,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,22:57:59,41.8762,-87.6847,"2318 W Van Buren St, Chicago, IL 60612, USA",,1,,,,14.53,2021-07-10T00:00:00.000Z,22:56:52,Health Check,Renata Kamakura ,14.53,,,0,,,,,,,,,,,,,,,,,,,2,1,1,10,4,-0.474060613,0.902021917,-0.373475844,-0.992667411,-0.183737682,-0.224383926,5
61692,Renata Kamakura ,122-01-GLTR-020,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,22:57:59,41.8762,-87.6847,"2318 W Van Buren St, Chicago, IL 60612, USA",,1,,,,14.53,2022-07-26T00:00:00.000Z,14:58:27,Health Check,Andrea Nunes,14.8,,,0,,,,,,,,,,,,,,,,,,,1,2,2,20,3,0.170255516,-0.544036696,1.328837739,0.021224224,-0.003095581,0.194637041,7
77754,Renata Kamakura ,122-01-GLTR-021,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:02:46,41.8762,-87.6846,"2318 W Van Buren St, Chicago, IL 60612, USA",,1,,,,16.02,2021-07-10T00:00:00.000Z,23:02:00,Health Check,Renata Kamakura ,16.02,,,0,,,,,,,,,,,,,,,,,,,1,2,1,15,3,-0.151902548,-0.544036696,-0.373475844,0.021224224,-0.183737682,-0.246385709,5
77754,Renata Kamakura ,122-01-GLTR-021,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:02:46,41.8762,-87.6846,"2318 W Van Buren St, Chicago, IL 60612, USA",,1,,,,16.02,2022-07-26T00:00:00.000Z,15:02:25,Health Check,Andrea Nunes,16.4,,,0,,,,,,,,,,,,,,,,,,,1,3,1,30,3,0.814571645,-0.544036696,-0.373475844,1.03511586,-0.003095581,0.185815877,7
38532,Renata Kamakura ,122-01-GLTR-022,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:09:06,41.8762,-87.6845,"2316 W Van Buren St, Chicago, IL 60612, USA",,1,,,,13.94,2021-07-10T00:00:00.000Z,23:08:13,Health Check,Renata Kamakura ,13.94,,,0,,,,,,,,,,,,,,,,,,,2,2,1,20,3,0.170255516,0.902021917,-0.373475844,0.021224224,-0.003095581,0.143386047,7
38532,Renata Kamakura ,122-01-GLTR-022,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:09:06,41.8762,-87.6845,"2316 W Van Buren St, Chicago, IL 60612, USA",,1,,,,13.94,2022-07-26T00:00:00.000Z,15:07:52,Health Check,Andrea Nunes,14,,,0,,,,,,,,,,,,,,,,,,,1,2,1,15,3,-0.151902548,-0.544036696,-0.373475844,0.021224224,-0.364379784,-0.282514129,4
8693,Renata Kamakura ,122-01-GLTR-023,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:13:35,41.8762,-87.6843,"2314 W Van Buren St, Chicago, IL 60612, USA",,1,,,,16.81,2022-07-26T00:00:00.000Z,15:13:49,Health Check,Andrea Nunes,17,,,0,,,,,,,,,,,,,,,,,,,1,2,1,20,3,0.170255516,-0.544036696,-0.373475844,0.021224224,-0.364379784,-0.218082517,5
8693,Renata Kamakura ,122-01-GLTR-023,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:13:35,41.8762,-87.6843,"2314 W Van Buren St, Chicago, IL 60612, USA",,1,,,,16.81,2021-07-10T00:00:00.000Z,23:12:46,Health Check,Renata Kamakura ,16.81,,,0,,,,,,,,,,,,,,,,,,,1,2,1,15,3,-0.151902548,-0.544036696,-0.373475844,0.021224224,-0.003095581,-0.210257289,5
100575,Renata Kamakura ,122-01-GLTR-024,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:17:30,41.8762,-87.6842,"2312 W Van Buren St, Chicago, IL 60612, USA",,1,,,,17.36,2021-07-10T00:00:00.000Z,23:16:45,Health Check,Renata Kamakura ,17.36,,,0,,,,,,,,,,,,,,,,,,,2,2,1,15,4,-0.151902548,0.902021917,-0.373475844,0.021224224,-0.003095581,0.078954434,6
100575,Renata Kamakura ,122-01-GLTR-024,honeylocust,Gleditsia,triacanthos,GLTR,2021-07-10T00:00:00.000Z,23:17:30,41.8762,-87.6842,"2312 W Van Buren St, Chicago, IL 60612, USA",,1,,,,17.36,2022-07-26T00:00:00.000Z,15:17:31,Health Check,Andrea Nunes,17.5,,,0,,,,,,,,,,,,,,,,,,,1,3,2,30,4,0.814571645,-0.544036696,1.328837739,1.03511586,-0.364379784,0.454021753,8
91494,Renata Kamakura ,122-01-ULAM-001,American elm,Ulmus,americana,ULAM,2021-07-09T00:00:00.000Z,22:58:43,41.87635,-87.68866,"2456 W Van Buren St, Chicago, IL 60612, USA",,1,,,,10.43,2022-07-26T00:00:00.000Z,13:27:49,Health Check,Andrea Nunes,11,,,0,,,,,,,,,,,,,,,,,,,1,1,2,5,3,-0.474546093,-0.621295206,0.81508592,-1.1468638,-0.688267032,-0.423177242,4
91494,Renata Kamakura ,122-01-ULAM-001,American elm,Ulmus,americana,ULAM,2021-07-09T00:00:00.000Z,22:58:43,41.87635,-87.68866,"2456 W Van Buren St, Chicago, IL 60612, USA",,1,,,,10.43,2021-07-09T00:00:00.000Z,22:57:42,Health Check,Renata Kamakura ,10.43,,,0,,,,,,,,,,,,,,,,,,,2,2,2,1,4,-0.710080599,0.833324523,0.81508592,-0.17372263,-0.640261852,0.024869072,7
81941,Renata Kamakura ,122-01-ULAM-002,American elm,Ulmus,americana,ULAM,2021-07-09T00:00:00.000Z,23:03:53,41.8763,-87.6887,"2456 W Van Buren St, Chicago, IL 60612, USA",,1,,,,10.12,2021-07-09T00:00:00.000Z,23:02:55,Health Check,Renata Kamakura ,10.12,,,0,,,,,,,,,,,,,,,,,,,1,1,2,1,4,-0.710080599,-0.621295206,0.81508592,-1.1468638,-0.592256673,-0.451082072,4
81941,Renata Kamakura ,122-01-ULAM-002,American elm,Ulmus,americana,ULAM,2021-07-09T00:00:00.000Z,23:03:53,41.8763,-87.6887,"2456 W Van Buren St, Chicago, IL 60612, USA",,1,,,,10.12,2022-07-26T00:00:00.000Z,13:33:27,Health Check,Andrea Nunes,10.7,,,0,,,,,,,,,,,,,,,,,,,1,1,2,5,2,-0.474546093,-0.621295206,0.81508592,-1.1468638,-0.640261852,-0.413576207,4
121055,Renata Kamakura ,122-01-ULAM-003,American elm,Ulmus,americana,ULAM,2021-07-09T00:00:00.000Z,23:07:58,41.8762,-87.6887,"2456 W Van Buren St, Chicago, IL 60612, USA",,1,,,,11.3,2022-07-26T00:00:00.000Z,13:43:20,Health Check,unknown user,12,,,0,,,,,,,,,,,,,,,,,,,1,1,2,5,3,-0.474546093,-0.621295206,0.81508592,-1.1468638,-0.640261852,-0.413576207,4
121055,Renata Kamakura ,122-01-ULAM-003,American elm,Ulmus,americana,ULAM,2021-07-09T00:00:00.000Z,23:07:58,41.8762,-87.6887,"2456 W Van Buren St, Chicago, IL 60612, USA",,1,,,,11.3,2021-07-09T00:00:00.000Z,23:07:08,Health Check,Renata Kamakura ,11.3,,,0,,,,,,,,,,,,,,,,,,,2,1,1,1,5,-0.710080599,0.833324523,-0.633225352,-1.1468638,-0.592256673,-0.44982038,4
82232,Renata Kamakura ,122-01-ULUNK-007,elm,Ulmus,spp.,ULMUS,2021-07-09T00:00:00.000Z,23:36:16,41.8761,-87.6881,"342 S Artesian Ave, Chicago, IL 60612, USA",,1,,,,10.16,2021-07-09T00:00:00.000Z,23:35:03,Health Check,Renata Kamakura ,10.16,,,0,,,,,,,,,,,,,,,,,,,2,2,2,5,3,-0.528765602,0.772048941,0.366206463,-0.042640143,-0.276317004,0.058106531,6
82232,Renata Kamakura ,122-01-ULUNK-007,elm,Ulmus,spp.,ULMUS,2021-07-09T00:00:00.000Z,23:36:16,41.8761,-87.6881,"342 S Artesian Ave, Chicago, IL 60612, USA",,1,,,,10.16,2022-07-26T00:00:00.000Z,14:00:26,Health Check,Andrea Nunes,10.9,,,0,,,,,,,,,,,,,,,,,,,1,1,2,5,3,-0.528765602,-0.759842634,0.366206463,-1.108643725,-0.457085137,-0.497626127,3
82232,Renata Kamakura ,122-01-ULUNK-007,elm,Ulmus,spp.,ULMUS,2021-07-09T00:00:00.000Z,23:36:16,41.8761,-87.6881,"342 S Artesian Ave, Chicago, IL 60612, USA",,1,,,,10.16,2021-08-20T00:00:00.000Z,16:34:52,Health Check,Renata Kamakura ,10.16,,,0,,,,,,,,,,,,,,,,,,,2,1,2,1,3,-0.822279979,0.772048941,0.366206463,-1.108643725,-0.185932937,-0.195720247,5
71196,Renata Kamakura ,122-01-ULUNK-008,elm,Ulmus,spp.,ULMUS,2021-07-09T00:00:00.000Z,23:43:01,41.8761,-87.688,"342 S Artesian Ave, Chicago, IL 60612, USA",,1,,,,9.96,2022-07-26T00:00:00.000Z,14:03:45,Health Check,Andrea Nunes,10.8,,,0,,,,,,,,,,,,,,,,,,,1,1,2,1,3,-0.822279979,-0.759842634,0.366206463,-1.108643725,-0.457085137,-0.556329002,2
71196,Renata Kamakura ,122-01-ULUNK-008,elm,Ulmus,spp.,ULMUS,2021-07-09T00:00:00.000Z,23:43:01,41.8761,-87.688,"342 S Artesian Ave, Chicago, IL 60612, USA",,1,,,,9.96,2021-07-09T00:00:00.000Z,23:42:10,Health Check,Renata Kamakura ,9.96,,,0,,,,,,,,,,,,,,,,,,,1,2,2,5,4,-0.528765602,-0.759842634,0.366206463,-0.042640143,-0.276317004,-0.248271784,5
110242,Eve Sanchez,150-01-ACPL-019,Norway maple,Acer,platanoides,ACPL,2021-08-06T00:00:00.000Z,16:43:19,41.843018,-87.708733,"2646 S Christiana Ave, Chicago, IL 60623, USA",,1,,,,10.91,2021-08-06T00:00:00.000Z,16:45:49,Health Check,Eve Sanchez,10.91,,,0,,,,,,,,,,,,,,,,,,,2,2,1,20,4,0.520823019,0.053563405,-0.512954402,-0.221177737,-0.148311958,-0.061611535,6
44424,Renata Kamakura ,150-01-ACPL-040,Norway maple,Acer,platanoides,ACPL,2021-08-21T00:00:00.000Z,12:19:10,41.84382,-87.70617,"2621 S Sawyer Ave, Chicago, IL 60623, USA",,1,,,,8.86,2021-08-21T00:00:00.000Z,12:18:12,Health Check,Renata Kamakura ,8.86,,,0,,,,,,,,,,,,,,,,,,,2,2,1,10,3,-0.095397841,0.053563405,-0.512954402,-0.221177737,-0.148311958,-0.184855707,5
66056,Eve Sanchez,150-01-ACSA-003,silver maple,Acer,saccharinum,ACSA2,2021-07-15T00:00:00.000Z,18:09:37,41.842644,-87.707861,"2658 S Spaulding Ave, Chicago, IL 60623, USA",,1,,,,40.24,2021-07-15T00:00:00.000Z,18:12:27,Health Check,Eve Sanchez,40.24,,,0,,,,,,,,,,,,,,,,,,,1,1,1,5,4,-0.609750564,-1.268244029,-0.65555703,-1.300859294,-0.227953988,-0.812472981,2
85609,Eve Sanchez,150-01-ACSA-025,silver maple,Acer,saccharinum,ACSA2,2021-08-06T00:00:00.000Z,17:44:30,41.843517,-87.708742,"2632 S Christiana Ave, Chicago, IL 60623, USA",,1,,,,20.98,2021-08-06T00:00:00.000Z,17:47:58,Health Check,Eve Sanchez,20.98,,,0,,,,,,,,,,,,,,,,,,,1,1,1,1,5,-0.836171908,-1.268244029,-0.65555703,-1.300859294,-0.32468519,-0.87710349,1
124817,Eve Sanchez,150-01-ACSA-026,silver maple,Acer,saccharinum,ACSA2,2021-08-06T00:00:00.000Z,17:52:35,41.843959,-87.708754,"2614 S Christiana Ave, Chicago, IL 60623, USA",,1,,,,20.79,2021-08-06T00:00:00.000Z,17:54:51,Health Check,Eve Sanchez,20.79,,,0,,,,,,,,,,,,,,,,,,,1,1,1,1,5,-0.836171908,-1.268244029,-0.65555703,-1.300859294,-0.227953988,-0.85775725,1
49799,Renata Kamakura ,150-01-ACSA-057,silver maple,Acer,saccharinum,ACSA2,2021-08-21T00:00:00.000Z,13:48:01,41.84336,-87.7063,"2636 S Sawyer Ave, Chicago, IL 60623, USA",,1,,,,29.13,2021-08-21T00:00:00.000Z,13:47:21,Health Check,Renata Kamakura ,29.13,,,0,,,,,,,,,,,,,,,,,,,1,1,1,5,5,-0.609750564,-1.268244029,-0.65555703,-1.300859294,-0.131222785,-0.79312674,2
