Date,Tree Name,Full Sample,QAQC,Street Segment,Tree Number,Genus,Species,Species ID Code,Tree tag present,Tree tag information,ID Notes,Multi-stemmed,DBH (in),DBH 2 (in),DBH 3 (in),DBH 4 (in),DBH 5 (in),DBH 6 (in),Total DBH,Height Measured (DBH),Land Use Type,Site type,Percent Imperv in Root Zone,Street,Sidewalk,Powerline,Mulch,Mulch Volcano,Tree guard,Stake,Irrigation infrastructure,Irrigation infrastructure description,Gator bag,Pruned,Prune - Cut to branch collar,Prune - hatrack,Prune - flush cut,Prune - tear bark,Prune - bleeding wound,Gardenscape,Mowing,Grass/Veg Description,Grate,Other Cues to Care,Roots visible above soil,Girdling Roots,Fungal Conch,Road/Sidewalk Lift,Road/Sidewalk crack,Broken or Dead Branches in crown,Trunk damage,Leaf curling or Wrinkling,Other Notable Damage,Other notes,Discoloration,Defoliation,Dieback,Crown Vigor,Transparency,Crown Light Exposure,"Dead
",Missing or Removed,Exclude,To Update
7/15/2023,128-TADI-026,TRUE,FALSE,128,26,Taxodium,distichum,TADI,TRUE,"Bald cypress #27, GS 2022 DOTY Nursery; Greenstreets 03351",,FALSE,1.5,,,,,,1.5,,MFR,SC,26-50,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,76-100,trace,46-50,4,85,5,FALSE,FALSE,FALSE,FALSE
7/15/2023,128-UN-027,TRUE,FALSE,128,27,Quercus,imbricaria,QUIM,TRUE,CDOT 03390,looks same species as next tree,FALSE,2.2,,,,,,2.2,,MFR,SC,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,76-100,trace,96-100,5,95,5,TRUE,FALSE,FALSE,FALSE
7/15/2023,128-QUIM-028,TRUE,FALSE,128,28,Quercus,imbricaria,QUIM,TRUE,CDOT 03392,,FALSE,2.2,,,,,,2.2,,MFR,SC,51-75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,51-75,trace,36-40,4,65,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,128-QUIM-029,TRUE,FALSE,128,29,Quercus,imbricaria,QUIM,TRUE,CDOT 03379,,FALSE,2,,,,,,2,,MFR,SC,51-75,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,25-Feb,trace,41-45,4,75,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-ACSA-010,FALSE,FALSE,128,10,Acer,saccharum,ACSA,FALSE,,,FALSE,,,,,,,NA,,MFR,SC,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-ACPL-011,TRUE,FALSE,128,11,Acer,platanoides,ACPL,FALSE,,,FALSE,9.3,,,,,,9.3,4.3ft,MFR,SC,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,None,potentially never,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,25-Feb,25-Feb,5-Feb,1,15,5,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-ACPL-012,TRUE,FALSE,128,12,Acer,platanoides,ACPL,FALSE,,,FALSE,,,,,,,NA,,MFR,SC,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,potentially never,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,TRUE,FALSE,FALSE
7/15/2023,128-QUIM-030,TRUE,FALSE,128,30,Quercus,imbricaria,QUIM,TRUE,CDOT 03365,,FALSE,2.2,,,,,,2.2,,MFR,SC,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,potentially never,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,25-Feb,25-Feb,16-20,2,55,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-013,TRUE,FALSE,128,13,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,17.3,,,,,,17.3,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,,trace,25-Feb,26-30,3,55,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-014,TRUE,FALSE,128,14,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,20.6,,,,,,20.6,,MFR,OM,51-75,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,25-Feb,25-Feb,26-30,3,55,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-015,TRUE,FALSE,128,15,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,20.7,,,,,,20.7,2.8ft,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Minimal,recent,Lush,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,trace,25-Feb,16-20,3,45,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-016,TRUE,FALSE,128,16,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,15.6,,,,,,15.6,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,trace,trace,21-25,2,55,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-017,TRUE,FALSE,128,17,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,16.7,,,,,,16.7,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,,trace,25-Feb,15-Nov,2,35,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-018,TRUE,FALSE,128,18,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,15.6,,,,,,15.6,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,25-Feb,trace,36-40,3,55,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-019,TRUE,FALSE,128,19,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,14.9,,,,,,14.9,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,,25-Feb,25-Feb,16-20,3,35,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,128-QUIM-031,TRUE,FALSE,128,31,Quercus,imbricaria,QUIM,TRUE,CDOT 03349,,FALSE,1.9,,,,,,1.9,,MFR,OM,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,trace,25-Feb,86-90,4,85,5,FALSE,FALSE,FALSE,FALSE
7/15/2023,128-ULUN-032,TRUE,FALSE,128,32,Ulmus,unknown,ULUN,TRUE,CDOT 04139,,FALSE,2.2,,,,,,2.2,,MFR,OM,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,25-Feb,25-Feb,15-Nov,3,55,5,FALSE,FALSE,FALSE,FALSE
7/15/2023,128-QUIM-033,TRUE,FALSE,128,33,Quercus,imbricaria,QUIM,TRUE,CDOT 03376,,FALSE,2.1,,,,,,2.1,,MFR,OM,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,76-100,trace,31-35,4,65,5,FALSE,FALSE,FALSE,FALSE
7/15/2023,128-QUIM-034,TRUE,FALSE,128,34,Quercus,imbricaria,QUIM,TRUE,CDOT 03397,,FALSE,1.7,,,,,,1.7,,MFR,OM,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,76-100,trace,96-100,5,95,5,TRUE,FALSE,FALSE,FALSE
7/15/2023,128-QUIM-035,TRUE,FALSE,128,35,Quercus,imbricaria,QUIM,TRUE,CDOT 03377,,FALSE,2.3,,,,,,2.3,,MFR,OM,26-50,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,25-Feb,trace,5-Feb,1,45,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-020,TRUE,FALSE,128,20,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,14.9,,,,,,14.9,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,25-Feb,25-Feb,16-20,2,35,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-021,TRUE,FALSE,128,21,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,16.5,,,,,,16.5,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,,25-Feb,25-Feb,15-Nov,2,45,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-022,TRUE,FALSE,128,22,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,14.2,,,,,,14.2,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,25-Feb,25-Feb,36-40,4,65,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-023,TRUE,FALSE,128,23,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,17.2,,,,,,17.2,,MFR,OM,76-100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,right next to lamppost ,trace,25-Feb,21-25,3,55,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,122-01-GLTR-024,TRUE,FALSE,128,24,Gleditsia,triacanthos,GLTR,FALSE,,,FALSE,17.6,,,,,,17.6,,MFR,OM,51-75,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Minimal,recent,Lush,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,,,trace,25-Feb,31-35,3,45,4,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-001,TRUE,FALSE,275,1,Celtis,occidentalis,CEOC,FALSE,,,FALSE,18.2,,,,,,18.2,,MP,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,right next to lamppost ,25-Feb,trace,5-Feb,2,25,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-002,TRUE,FALSE,275,2,Celtis,occidentalis,CEOC,FALSE,,,FALSE,14.6,,,,,,14.6,,MP,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,25-Feb,trace,trace,2,35,2,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-003,TRUE,FALSE,275,3,Celtis,occidentalis,CEOC,FALSE,,,FALSE,16.5,,,,,,16.5,,MP,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,76-100,trace,5-Feb,4,35,2,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-QUBI-004,FALSE,FALSE,275,4,Quercus,bicolor,QUBI,FALSE,,,FALSE,,,,,,,NA,,MP,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-QUUNK-005,FALSE,FALSE,275,5,Quercus,bicolor,QUBI,FALSE,,,FALSE,,,,,,,NA,,MP,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-006,TRUE,FALSE,275,6,Celtis,occidentalis,CEOC,FALSE,,,FALSE,14.2,,,,,,14.2,,MP,SP,51-75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,,,26-50,trace,5-Feb,3,45,2,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-007,TRUE,FALSE,275,7,Celtis,occidentalis,CEOC,FALSE,,,FALSE,18.4,,,,,,18.4,,INST,SC,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,,,26-50,trace,10-Jun,3,45,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-008,TRUE,FALSE,275,8,Celtis,occidentalis,CEOC,FALSE,,,FALSE,14.4,,,,,,14.4,,INST,SC,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,25-Feb,trace,trace,1,25,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-009,TRUE,FALSE,275,9,Celtis,occidentalis,CEOC,FALSE,,,FALSE,11.6,,,,,,11.6,,INST,SC,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,,,25-Feb,25-Feb,5-Feb,2,25,1,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-FRUNK-019,FALSE,FALSE,275,19,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,,,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,weed mat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-FRUNK-020,FALSE,FALSE,275,20,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,,,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,weed mat,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-FRUNK-021,FALSE,FALSE,275,21,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,,,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,weed mat,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-FRUNK-022,FALSE,FALSE,275,22,Fraxinus,unknown,FRUN,FALSE,,,FALSE,,,,,,,NA,,,,76-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,old,Patchy but green,FALSE,weed mat,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-010,TRUE,FALSE,275,10,Celtis,occidentalis,CEOC,FALSE,,,FALSE,15.2,,,,,,15.2,,INST,SC,76-100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,25-Feb,25-Feb,5-Feb,1,35,3,FALSE,FALSE,FALSE,FALSE
7/15/2023,260-01-CEOC-011,TRUE,FALSE,275,11,Celtis,occidentalis,CEOC,FALSE,,,TRUE,14.7,,,,,,14.7,,INST,SC,51-75,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,right next to lamppost ,25-Feb,trace,5-Feb,2,35,3,FALSE,FALSE,FALSE,FALSE
