tree_id,CreatedTree,TreeName,CommonName,Genus,Species,Plants,DateAdded,TimeAdded,Latitude,Longitude,Address,TreeNotes,Adopted,RootConfig,ContainerSize,CaliperSize,DBH,VisitDate,VisitTime,VisitType,VisitorName,VisitDBH,VisitTreeHeight,StewardshipTasks,TimeSpent,ExitHoles,Exudation,Eggs,AdultInsectOrLarvaAppearance,FruitDamage,HolesInLeaves,Frass,EpicormicSprouts,Flaking,S_ShapedGalleries,BarkFissures,DeadBark,Galls,DeadTwigs,DiscolorationDeciduous,DiscoloraionConfier,WiltedLeaves,PrematureLeafLoss,LeafDiscoloration,CrownVigor,LeafDefoliation,FineTwigDieback,CrownLightExposure,FineTwigDiebackZ,LeafDiscolorationZ,LeafDefoliationZ,CrownVigorZ,CrownLightExposureZ,StressIndexNumber,Z_Score
4271,Renata Kamakura ,16-ACPL-049,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,17:54:54,41.91155,-87.76314,"1706 N Linder Ave, Chicago, IL 60639, USA",,1,,,,14.8,2022-07-05T00:00:00.000Z,13:54:34,Health Check,unknown user,14.8,,,0,,,,,,,,,,,,,,,,,,,2,2,1,55,4,2.677596027,0.053563405,-0.512954402,-0.221177737,0.148210165,0.429047492,8
78527,Renata Kamakura ,16-ACPL-050,Norway maple,Acer,platanoides,ACPL,2022-07-01T00:00:00.000Z,3:28:01,41.91162,-87.76314,"1710 N Linder Ave, Chicago, IL 60639, USA",,1,,,,15.9,2022-07-05T00:00:00.000Z,14:01:23,Health Check,unknown user,15.9,,,0,,,,,,,,,,,,,,,,,,,2,3,1,15,4,0.212712589,0.053563405,-0.512954402,0.699185742,-0.148311958,0.060839075,6
58882,Renata Kamakura ,16-ACPL-053,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:01:40,41.9119,-87.76317,"1718 N Linder Ave, Chicago, IL 60639, USA",,1,,,,13.2,2022-07-05T00:00:00.000Z,14:25:14,Health Check,Andrea Nunes,13.2,,,0,,,,,,,,,,,,,,,,,,,1,1,1,5,1,-0.403508271,-1.007757199,-0.512954402,-1.141541216,-0.247152665,-0.662582751,2
44120,Renata Kamakura ,16-ACPL-054,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:02:55,41.91197,-87.76318,"1722 N Linder Ave, Chicago, IL 60639, USA",,1,,,,12.6,2022-07-05T00:00:00.000Z,14:31:58,Health Check,Andrea Nunes,12.6,,,0,,,,,,,,,,,,,,,,,,,1,2,1,5,1,-0.403508271,-1.007757199,-0.512954402,-0.221177737,-0.247152665,-0.478510055,3
54010,Renata Kamakura ,16-ACPL-056,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:07:12,41.91211319,-87.76320648,"1728 N Linder Ave, Chicago, IL 60639, USA",,1,,,,17.8,2022-07-05T00:00:00.000Z,14:42:59,Health Check,Andrea Nunes,17.8,,,0,,,,,,,,,,,,,,,,,,,1,1,1,5,2,-0.403508271,-1.007757199,-0.512954402,-1.141541216,-0.247152665,-0.662582751,2
38381,Renata Kamakura ,16-ACPL-058,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:10:50,41.91239,-87.76318,"1740 N Linder Ave, Chicago, IL 60639, USA",,1,,,,13.7,2022-07-05T00:00:00.000Z,14:57:08,Health Check,Andrea Nunes,13.7,,,0,,,,,,,,,,,,,,,,,,,1,2,1,25,3,0.828933449,-1.007757199,-0.512954402,-0.221177737,-0.04947125,-0.192485428,5
32304,Renata Kamakura ,16-ACPL-061,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:18:00,41.91281,-87.76321,"1754 N Linder Ave, Chicago, IL 60639, USA",,1,,,,23.5,2022-07-05T00:00:00.000Z,15:18:21,Health Check,Andrea Nunes,23.5,,,0,,,,,,,,,,,,,,,,,,,1,2,1,5,3,-0.403508271,-1.007757199,-0.512954402,-0.221177737,-0.345993373,-0.498278196,3
44953,Renata Kamakura ,16-ACPL-063,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:22:06,41.91298,-87.76319,"1758 N Linder Ave, Chicago, IL 60639, USA",,1,,,,19.9,2022-07-05T00:00:00.000Z,15:30:21,Health Check,Andrea Nunes,19.9,,,0,,,,,,,,,,,,,,,,,,,1,1,1,5,3,-0.403508271,-1.007757199,-0.512954402,-1.141541216,-0.345993373,-0.682350892,2
22034,Renata Kamakura ,16-ACPL-066,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:30:54,41.91353607,-87.76328278,"1816 N Linder Ave, Chicago, IL 60639, USA",,1,,,,15,2022-07-05T00:00:00.000Z,16:07:29,Health Check,unknown user,15,,,0,,,,,,,,,,,,,,,,,,,2,3,1,25,3,0.828933449,0.053563405,-0.512954402,0.699185742,-0.04947125,0.203851389,7
85807,Renata Kamakura ,16-ACPL-070,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:36:44,41.91403,-87.76325,"1834 N Linder Ave, Chicago, IL 60639, USA",,1,,,,15,2022-07-05T00:00:00.000Z,16:29:12,Health Check,unknown user,15,,,0,,,,,,,,,,,,,,,,,,,2,3,2,30,5,1.137043878,0.053563405,1.214826156,0.699185742,0.049369457,0.630797728,9
103987,Renata Kamakura ,16-ACPL-071,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:44:37,41.91138,-87.76298,"1701 N Linder Ave, Chicago, IL 60639, USA",,1,,,,17.5,2022-07-05T00:00:00.000Z,16:35:58,Health Check,unknown user,17.5,,,0,,,,,,,,,,,,,,,,,,,1,2,1,15,4,0.212712589,-1.007757199,-0.512954402,-0.221177737,-0.148311958,-0.335497741,4
103987,Renata Kamakura ,16-ACPL-071,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:44:37,41.91138,-87.76298,"1701 N Linder Ave, Chicago, IL 60639, USA",,1,,,,17.5,2022-07-05T00:00:00.000Z,18:18:15,Health Check,Andrea Nunes,17.5,,,0,,,,,,,,,,,,,,,,,,,1,3,1,15,3,0.212712589,-1.007757199,-0.512954402,0.699185742,0.049369457,-0.111888762,6
97751,Renata Kamakura ,16-ACPL-072,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:46:11,41.91149,-87.76298,"1705 N Linder Ave, Chicago, IL 60639, USA",,1,,,,20.1,2022-07-05T00:00:00.000Z,18:24:57,Health Check,Andrea Nunes,20.1,,,0,,,,,,,,,,,,,,,,,,,1,3,1,20,4,0.520823019,-1.007757199,-0.512954402,0.699185742,0.049369457,-0.050266676,6
97610,Renata Kamakura ,16-ACPL-073,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:48:13,41.91166687,-87.76300049,"1713 N Linder Ave, Chicago, IL 60639, USA",,1,,,,17.6,2022-07-05T00:00:00.000Z,18:30:04,Health Check,Andrea Nunes,17.6,,,0,,,,,,,,,,,,,,,,,,,1,1,1,1,3,-0.649996615,-1.007757199,-0.512954402,-1.141541216,-0.345993373,-0.731648561,2
5362,Renata Kamakura ,16-ACPL-077,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:58:12,41.9120369,-87.76301575,"1725 N Linder Ave, Chicago, IL 60639, USA",,1,,,,12.9,2022-07-05T00:00:00.000Z,18:54:52,Health Check,Andrea Nunes,12.9,,,0,,,,,,,,,,,,,,,,,,,1,4,1,20,2,0.520823019,-1.007757199,-0.512954402,1.619549221,0.247050873,0.173342302,7
118323,Renata Kamakura ,16-ACPL-078,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,18:59:56,41.91211319,-87.76300812,"1725 N Linder Ave, Chicago, IL 60639, USA",,1,,,,12,2022-07-05T00:00:00.000Z,18:59:47,Health Check,Andrea Nunes,12,,,0,,,,,,,,,,,,,,,,,,,2,2,1,15,2,0.212712589,0.053563405,-0.512954402,-0.221177737,-0.247152665,-0.143001762,5
125269,Renata Kamakura ,16-ACPL-080,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,19:04:01,41.91223,-87.76303,"1731 N Linder Ave, Chicago, IL 60639, USA",,1,,,,17,2022-07-05T00:00:00.000Z,19:09:41,Health Check,Andrea Nunes,17,,,0,,,,,,,,,,,,,,,,,,,2,3,1,15,3,0.212712589,0.053563405,-0.512954402,0.699185742,-0.04947125,0.080607217,6
114264,Renata Kamakura ,16-ACPL-082,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,19:07:03,41.91236,-87.76303,"1741 N Linder Ave, Chicago, IL 60639, USA",,1,,,,14.4,2022-07-05T00:00:00.000Z,19:19:49,Health Check,Andrea Nunes,14.4,,,0,,,,,,,,,,,,,,,,,,,2,2,1,5,2,-0.403508271,0.053563405,-0.512954402,-0.221177737,-0.04947125,-0.226709651,5
83226,Renata Kamakura ,16-ACPL-084,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,19:12:30,41.91262,-87.76303,"1747 N Linder Ave, Chicago, IL 60639, USA",,1,,,,18.2,2022-07-05T00:00:00.000Z,19:30:06,Health Check,Andrea Nunes,18.2,,,0,,,,,,,,,,,,,,,,,,,2,2,1,5,3,-0.403508271,0.053563405,-0.512954402,-0.221177737,-0.148311958,-0.246477793,5
109725,Renata Kamakura ,16-ACPL-085,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,19:13:48,41.91267776,-87.76303864,"1747 N Linder Ave, Chicago, IL 60639, USA",,1,,,,17.7,2022-07-05T00:00:00.000Z,19:39:37,Health Check,unknown user,17.7,,,0,,,,,,,,,,,,,,,,,,,1,3,1,15,4,0.212712589,-1.007757199,-0.512954402,0.699185742,0.049369457,-0.111888762,6
30290,Renata Kamakura ,16-ACPL-088,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,19:19:48,41.91382,-87.76309,"1823 N Linder Ave, Chicago, IL 60639, USA",,1,,,,16.6,2022-07-05T00:00:00.000Z,16:55:03,Health Check,unknown user,16.6,,,0,,,,,,,,,,,,,,,,,,,1,4,1,25,4,0.828933449,-1.007757199,-0.512954402,1.619549221,0.148210165,0.215196247,7
94595,Renata Kamakura ,16-ACPL-089,Norway maple,Acer,platanoides,ACPL,2022-06-30T00:00:00.000Z,19:21:14,41.91398,-87.7631,"1831 N Linder Ave, Chicago, IL 60639, USA",,1,,,,20.6,2022-07-05T00:00:00.000Z,16:49:36,Health Check,unknown user,20.6,,,0,,,,,,,,,,,,,,,,,,,2,3,1,30,5,1.137043878,0.053563405,-0.512954402,0.699185742,0.049369457,0.285241616,8
121867,Renata Kamakura ,16-ACRU-014,red maple,Acer,rubrum,ACRU,2022-06-26T00:00:00.000Z,22:26:15,41.91263199,-87.76445007,"1748 N Luna Ave, Chicago, IL 60639, USA",,1,,,,8.8,2022-06-26T00:00:00.000Z,22:24:05,Health Check,Renata Kamakura ,8.8,,,0,,,,,,,,,,,,,,,,,,,3,3,1,10,4,-0.058186865,1.098490823,-0.561762413,0.853227536,-0.075473604,0.251259095,8
70119,Renata Kamakura ,16-ACRU-022,red maple,Acer,rubrum,ACRU,2022-06-26T00:00:00.000Z,23:53:59,41.91146469,-87.76439667,"1706 N Luna Ave, Chicago, IL 60639, USA",,1,,,,10.9,2022-06-26T00:00:00.000Z,23:52:12,Health Check,Renata Kamakura ,10.9,,,0,,,,,,,,,,,,,,,,,,,3,4,1,20,3,0.599231931,1.098490823,-0.561762413,1.79740826,0.113210406,0.609315801,9
30806,Renata Kamakura ,16-ACRU-035,red maple,Acer,rubrum,ACRU,2022-06-27T00:00:00.000Z,1:00:41,41.91148758,-87.76422119,"1707 N Luna Ave, Chicago, IL 60639, USA",,1,,,,13.1,2022-06-27T00:00:00.000Z,0:58:31,Health Check,Renata Kamakura ,13.1,,,0,,,,,,,,,,,,,,,,,,,5,4,1,30,3,1.256650727,3.029171663,-0.561762413,1.79740826,0.301894416,1.164672531,10
73519,Renata Kamakura ,16-ACRU-036,red maple,Acer,rubrum,ACRU,2022-06-27T00:00:00.000Z,1:03:53,41.91143,-87.76422,"1701 N Luna Ave, Chicago, IL 60639, USA",,1,,,,13.3,2022-06-27T00:00:00.000Z,1:03:07,Health Check,Renata Kamakura ,13.3,,,0,,,,,,,,,,,,,,,,,,,2,4,1,60,3,3.228907115,0.133150403,-0.561762413,1.79740826,0.490578426,1.017656358,10
73519,Renata Kamakura ,16-ACRU-036,red maple,Acer,rubrum,ACRU,2022-06-27T00:00:00.000Z,1:03:53,41.91143,-87.76422,"1701 N Luna Ave, Chicago, IL 60639, USA",,1,,,,13.3,2022-06-29T00:00:00.000Z,16:21:41,Health Check,Tricia Bethke,13.3,,,0,,,,,,,,,,,,,,,,,,,2,4,1,50,3,2.571488319,0.133150403,-0.561762413,1.79740826,0.490578426,0.886172599,10
104623,Renata Kamakura ,16-ACRU-037,red maple,Acer,rubrum,ACRU,2022-06-27T00:00:00.000Z,1:08:18,41.91134,-87.76423,"1701 N Luna Ave, Chicago, IL 60639, USA",Measured at 4’5”,1,,,,16.7,2022-06-27T00:00:00.000Z,1:07:31,Health Check,Renata Kamakura ,16.7,,,0,,,,,,,,,,,,,,,,,,,3,3,1,5,4,-0.386896263,1.098490823,-0.561762413,0.853227536,0.113210406,0.223254018,8
52273,Renata Kamakura ,16-ACRU-039,red maple,Acer,rubrum,ACRU,2022-06-28T00:00:00.000Z,18:42:40,41.91118,-87.76382,"1657 N Luna Ave, Chicago, IL 60639, USA",,1,,,,17.4,2022-06-28T00:00:00.000Z,18:42:02,Health Check,Renata Kamakura ,17.4,,,0,,,,,,,,,,,,,,,,,,,2,2,1,1,5,-0.649863782,0.133150403,-0.561762413,-0.090953189,-0.452841624,-0.324454121,4
46568,Renata Kamakura ,16-ACRU-043,red maple,Acer,rubrum,ACRU,2022-06-28T00:00:00.000Z,19:03:22,41.91129,-87.76399,"1701 N Luna Ave, Chicago, IL 60639, USA",,1,,,,15.8,2022-06-28T00:00:00.000Z,19:02:49,Health Check,Renata Kamakura ,15.8,,,0,,,,,,,,,,,,,,,,,,,2,2,1,5,4,-0.386896263,0.133150403,-0.561762413,-0.090953189,-0.075473604,-0.196387013,5
116677,Renata Kamakura ,16-ACRU-044,red maple,Acer,rubrum,ACRU,2022-06-28T00:00:00.000Z,19:09:13,41.9113,-87.76379,"1701 N Luna Ave, Chicago, IL 60639, USA",,1,,,,19.3,2022-06-28T00:00:00.000Z,19:06:49,Health Check,Renata Kamakura ,19.3,,,0,,,,,,,,,,,,,,,,,,,2,1,1,1,4,-0.649863782,0.133150403,-0.561762413,-1.035133914,-0.264157614,-0.475553464,3
28572,Renata Kamakura ,16-ACRU-057,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,18:09:08,41.91217422,-87.76321411,"1730 N Linder Ave, Chicago, IL 60639, USA",,1,,,,19,2022-07-05T00:00:00.000Z,14:49:56,Health Check,Andrea Nunes,19,,,0,,,,,,,,,,,,,,,,,,,3,3,1,5,3,-0.386896263,1.098490823,-0.561762413,0.853227536,0.301894416,0.26099082,8
19104,Renata Kamakura ,16-ACRU-065,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,18:29:23,41.91347,-87.76322,"1815 N Linder Ave, Chicago, IL 60639, USA",,1,,,,15,2022-07-05T00:00:00.000Z,16:00:28,Health Check,unknown user,15,,,0,,,,,,,,,,,,,,,,,,,3,3,1,1,4,-0.649863782,1.098490823,-0.561762413,0.853227536,-0.264157614,0.09518691,7
89438,Renata Kamakura ,16-ACRU-068,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,18:34:07,41.91379,-87.76323,"1824 N Linder Ave, Chicago, IL 60639, USA",,1,,,,14.3,2022-07-05T00:00:00.000Z,16:17:49,Health Check,unknown user,14.3,,,0,,,,,,,,,,,,,,,,,,,4,4,1,5,3,-0.386896263,2.063831243,-0.561762413,1.79740826,-0.264157614,0.529684643,9
64204,Renata Kamakura ,16-ACRU-069,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,18:35:22,41.91389,-87.76324,"1824 N Linder Ave, Chicago, IL 60639, USA",,1,,,,13,2022-07-05T00:00:00.000Z,16:24:10,Health Check,unknown user,13,,,0,,,,,,,,,,,,,,,,,,,3,3,1,1,4,-0.649863782,1.098490823,-0.561762413,0.853227536,-0.264157614,0.09518691,7
41701,Renata Kamakura ,16-ACRU-076,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,18:56:41,41.91197,-87.76301,"1723 N Linder Ave, Chicago, IL 60639, USA",,1,,,,14.9,2022-07-05T00:00:00.000Z,18:48:30,Health Check,Andrea Nunes,14.9,,,0,,,,,,,,,,,,,,,,,,,1,1,1,1,1,-0.649863782,-0.832190017,-0.561762413,-1.035133914,-0.264157614,-0.668621548,2
33015,Renata Kamakura ,16-ACRU-081,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,19:05:29,41.9123,-87.76303,"1735 N Linder Ave, Chicago, IL 60639, USA",,1,,,,16.4,2022-07-05T00:00:00.000Z,19:14:07,Health Check,Andrea Nunes,16.4,,,0,,,,,,,,,,,,,,,,,,,4,4,1,1,4,-0.649863782,2.063831243,-0.561762413,1.79740826,-0.264157614,0.477091139,9
60003,Renata Kamakura ,16-ACRU-086,red maple,Acer,rubrum,ACRU,2022-06-30T00:00:00.000Z,19:15:16,41.91289,-87.76305,"1755 N Linder Ave, Chicago, IL 60639, USA",,1,,,,19,2022-07-05T00:00:00.000Z,19:45:50,Health Check,Andrea Nunes,19,,,0,,,,,,,,,,,,,,,,,,,2,2,1,5,4,-0.386896263,0.133150403,-0.561762413,-0.090953189,-0.075473604,-0.196387013,5
92426,Renata Kamakura ,16-ACSA-002,silver maple,Acer,saccharinum,ACSA2,2022-06-26T00:00:00.000Z,20:42:55,41.91299057,-87.76513672,"1759 N Central Ave, Chicago, IL 60639, USA",Dbh measured 2’3”,1,,,,30.7,2022-06-26T00:00:00.000Z,20:41:04,Health Check,Renata Kamakura ,30.7,,,0,,,,,,,,,,,,,,,,,,,1,2,1,15,3,-0.043697203,-1.268244029,-0.65555703,-0.351631591,-0.131222785,-0.490070528,3
103190,Renata Kamakura ,16-ACSA-079,silver maple,Acer,saccharinum,ACSA2,2022-06-30T00:00:00.000Z,19:02:36,41.91214752,-87.76302338,"1729 N Linder Ave, Chicago, IL 60639, USA","Dbh measured low, 2’2”",1,,,,27.7,2022-07-05T00:00:00.000Z,19:05:11,Health Check,Andrea Nunes,27.7,,,0,,,,,,,,,,,,,,,,,,,1,2,2,15,4,-0.043697203,-1.268244029,0.944242695,-0.351631591,-0.131222785,-0.170110583,5
54741,Renata Kamakura ,16-ACXF-067,Freeman maple,Acer,x freemanii,ACFR,2022-06-30T00:00:00.000Z,18:32:40,41.91359329,-87.76325226,"1816 N Linder Ave, Chicago, IL 60639, USA",,1,,,,12.7,2022-07-05T00:00:00.000Z,16:13:08,Health Check,unknown user,12.7,,,0,,,,,,,,,,,,,,,,,,,2,1,1,1,4,-0.605944705,-0.4136233,-0.939772752,-1.419894986,-0.268965579,-0.729640264,2
127076,Renata Kamakura ,16-BENI-059,river birch,Betula,nigra,BENI,2022-06-30T00:00:00.000Z,18:13:23,41.91255,-87.76319,"1746 N Linder Ave, Chicago, IL 60639, USA",,1,,,,16.9,2022-07-05T00:00:00.000Z,15:02:33,Health Check,Andrea Nunes,16.9,,,0,,,,,,,,,,,,,,,,,,,2,2,1,10,3,,,,,,,
115387,Renata Kamakura ,16-CEOC-006,common hackberry,Celtis,occidentalis,CEOC,2022-06-26T00:00:00.000Z,21:09:45,41.91309738,-87.76534271,"5556 W Bloomingdale Ave, Chicago, IL 60639, USA",,1,,,,20.3,2022-06-26T00:00:00.000Z,21:08:15,Health Check,Renata Kamakura ,20.3,,,0,,,,,,,,,,,,,,,,,,,1,2,2,15,3,0.190315184,-0.804691902,0.442571608,-0.133974847,-0.229208868,-0.106997765,5
90751,Renata Kamakura ,16-CEOC-009,common hackberry,Celtis,occidentalis,CEOC,2022-06-26T00:00:00.000Z,21:33:39,41.91309,-87.76501,"5548 W Bloomingdale Ave, Chicago, IL 60639, USA",,1,,,,24,2022-06-26T00:00:00.000Z,21:31:26,Health Check,Renata Kamakura ,24,,,0,,,,,,,,,,,,,,,,,,,2,2,2,10,2,-0.092848532,0.328027272,0.442571608,-0.133974847,-0.229208868,0.062913327,6
54916,Renata Kamakura ,16-FRPE-034,green ash,Fraxinus,pennsylvanica,FRPE,2022-06-27T00:00:00.000Z,0:56:07,41.9116,-87.76422,"1711 N Luna Ave, Chicago, IL 60639, USA",Measured 3’2”,1,,,,29.3,2022-06-27T00:00:00.000Z,0:46:51,Health Check,Renata Kamakura ,29.3,,,0,,,,,,,,,,,,,,,,,,,1,1,1,5,3,-0.567170894,-0.584164206,-0.344767481,-0.94590872,-0.20808553,-0.530019366,4
61259,Renata Kamakura ,16-FRPE-055,green ash,Fraxinus,pennsylvanica,FRPE,2022-06-30T00:00:00.000Z,18:05:32,41.91206,-87.76317,"1722 N Linder Ave, Chicago, IL 60639, USA",,1,,,,27.6,2022-07-05T00:00:00.000Z,14:37:29,Health Check,Andrea Nunes,27.6,,,0,,,,,,,,,,,,,,,,,,,2,3,1,20,3,0.263107723,0.856039371,-0.344767481,0.858324579,-0.127227248,0.301095389,8
115430,Renata Kamakura ,16-FRPE-060,green ash,Fraxinus,pennsylvanica,FRPE,2022-06-30T00:00:00.000Z,18:16:08,41.91268158,-87.76322174,"1748 N Linder Ave, Chicago, IL 60639, USA",,1,,,,25.1,2022-07-05T00:00:00.000Z,15:09:05,Health Check,Andrea Nunes,25.1,,,0,,,,,,,,,,,,,,,,,,,2,3,1,10,3,-0.290411355,0.856039371,-0.344767481,0.858324579,-0.20808553,0.174219917,7
