Date,Tree Name,Street Segment,Tree Number,Genus,Species,Species ID Code,Tree tag present,Tree tag information,Tree ID in City Inventory (if applicable),Tree Not in City Inventory,ID Notes,Multi-stemmed,DBH (in),DBH 2 (in),DBH 3 (in),DBH 4 (in),DBH 5 (in),DBH 6 (in),Total DBH,Esimated DBH,Height Measured (DBH),Land Use Type,Site type,Percent Imperv in Root Zone,Street,Sidewalk,Powerline,Mulch,Mulch Volcano,Tree guard,Stake,Gator bag,Pruned,Prune - Cut to branch collar,Prune - hatrack,Prune - flush cut,Prune - tear bark,Prune - bleeding wound,Gardenscape,Mowing,Grass Description,Other Cues to Care,Roots visible above soil,Fungal Conch,Road/Sidewalk Lift,Road/Sidewalk crack,Broken or Dead Branches in crown,Trunk damage,Leaf curling or Wrinkling,Other Notable Damage,Other notes,Discoloration,Defoliation,Dieback,Crown Vigor,Crown Light Exposure,"Dead
",Missing or Removed
6/16/2023,O19-CAIL-015,O19,15,Carya,illinoinensis,CAIL,FALSE,,61636,FALSE,,FALSE,4.3,,,,,,4.3,,,INST,SP,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,N/A,Lush,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,2,4,FALSE,FALSE
6/20/2023,O19-ACRU-016,O19,16,Acer,rubrum,ACRU,FALSE,,,TRUE,Tree name: Ninth Street 8,FALSE,8.5,,,,,,8.5,,,COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,presumed irrigation pipe visible,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1,1,1,1,3,FALSE,FALSE
6/20/2023,O19-LAUN-017,O19,17,Lagerstroemia,unknown,LAUN,FALSE,,,TRUE,Ninth St 7,FALSE,9.4,,,,,,9.4,,,COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,presumed irrigation pipe visible,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,,,3,1,1,3,3,FALSE,FALSE
6/20/2023,O19-LAUN-018,O19,18,Lagerstroemia,unknown,LAUN,FALSE,,,TRUE,Ninth St 6,FALSE,10.1,,,,,,10.1,,"4'3""",COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,presumed irrigation pipe visible,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,1,2,3,3,FALSE,FALSE
6/20/2023,O19-LAUN-019,O19,19,Lagerstroemia,unknown,LAUN,FALSE,,,TRUE,Ninth St 5,FALSE,9.1,,,,,,9.1,,,COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Moderate,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2,1,1,1,3,FALSE,FALSE
6/20/2023,O19-ACRU-020,O19,20,Acer,rubrum,ACRU,FALSE,,,TRUE,Ninth St 4,FALSE,8.5,,,,,,8.5,,,COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Moderate,recent,Lush,presumed irrigation pipe visible,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,2,3,FALSE,FALSE
6/20/2023,O19-ACBU-021,O19,21,Acer,buergerianum,ACBU,FALSE,,,TRUE,Ninth St 3,FALSE,7.7,,,,,,7.7,,"3'11""",COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,1,1,1,2,FALSE,FALSE
6/20/2023,O19-ACBU-022,O19,22,Acer,buergerianum,ACBU,FALSE,,,TRUE,Ninth St 2,FALSE,6.3,,,,,,6.3,,,COMM,OM,5,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,1,1,1,1,2,FALSE,FALSE
6/20/2023,O19-ACBU-023,O19,23,Acer,buergerianum,ACBU,FALSE,,,TRUE,Ninth St 1,FALSE,7.4,,,,,,7.4,,,COMM,OM,5,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,"lights installed around trunk,w ires are underneath ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,visible roots slight decay,,1,1,1,1,2,FALSE,FALSE
6/20/2023,O19-LAIN-024,O19,24,Lagerstroemia,indica,LAIN,FALSE,,61649,FALSE,,FALSE,3.3,,,,,,3.3,,,MIX,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,3,2,3,FALSE,FALSE
6/20/2023,O19-LAIN-025,O19,25,Lagerstroemia,indica,LAIN,FALSE,,61615,FALSE,next to parking sign,FALSE,3.5,,,,,,3.5,,,MIX,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,1,2,1,4,FALSE,FALSE
6/20/2023,O19-LAIN-026,O19,26,Lagerstroemia,indica,LAIN,FALSE,,61664,FALSE,,FALSE,3.8,,,,,,3.8,,,MIX,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,patchy coloration on bark,,1,1,1,1,5,FALSE,FALSE
6/20/2023,O19-LAIN-027,O19,27,Lagerstroemia,indica,LAIN,FALSE,,73942,FALSE,,FALSE,4,,,,,,4,,,MIX,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,exposed irrigation pipe,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2,1,2,3,4,FALSE,FALSE
6/20/2023,O19-LAIN-028,O19,28,Lagerstroemia,indica,LAIN,FALSE,,73943,FALSE,,FALSE,4.5,,,,,,4.5,,,MFR,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,exposed irrigation pipe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1,1,2,1,4,FALSE,FALSE
6/20/2023,O19-LAIN-029,O19,29,Lagerstroemia,indica,LAIN,FALSE,,73901,FALSE,,FALSE,4.7,,,,,,4.7,,,MFR,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,exposed irrigation pipe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,1,4,FALSE,FALSE
6/20/2023,O19-LAIN-030,O19,30,Lagerstroemia,indica,LAIN,FALSE,,61616,FALSE,,FALSE,3.6,,,,,,3.6,,,MFR,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,N/A,None,exposed irrigation pipe,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,2,2,4,FALSE,FALSE
6/20/2023,O19-LAIN-031,O19,31,Lagerstroemia,indica,LAIN,FALSE,,74010,FALSE,,FALSE,3.4,,,,,,3.4,,,MFR,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Minimal,N/A,None,exposed irrigation pipe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,1,2,1,4,FALSE,FALSE
6/20/2023,O19-LAIN-032,O19,32,Lagerstroemia,indica,LAIN,FALSE,,53763,FALSE,"irregular cultivar- late bloom, small leaves, white bark",FALSE,6.6,3.3,4.3,,,,14.2,,"5'1""",MFR,SC,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Minimal,N/A,None,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"basal sprouting, epicormic branching, rocks around base",1,1,1,1,4,FALSE,FALSE
6/20/2023,O19-LAIN-033,O19,33,Lagerstroemia,indica,LAIN,FALSE,,53797,FALSE,,TRUE,5.1,4.5,3.8,4.8,4.3,4.8,27.3,,,COMM,M,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Moderate,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2,1,12,4,5,FALSE,FALSE
6/20/2023,O19-QUMA-034,O19,34,Quercus,macrocarpa,QUMA,FALSE,,61609,FALSE,,FALSE,5.8,,,,,,5.8,,,COMM,M,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,1,5,FALSE,FALSE
6/20/2023,O19-TADI-036,O19,36,Taxodium,distichum,TADI,FALSE,,61639,FALSE,,FALSE,4.1,,,,,,4.1,,,COMM,M,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,1,5,FALSE,FALSE
6/20/2023,O19-QUBI-037,O19,37,Quercus,bicolor,QUBI,FALSE,,61640,FALSE,,FALSE,3.3,,,,,,3.3,,,COMM,M,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,1,5,FALSE,FALSE
6/20/2023,O19-QULY-038,O19,38,Quercus,lyrata,QULY,FALSE,,61650,FALSE,,FALSE,6.6,,,,,,6.6,,,COMM,M,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,1,1,1,5,FALSE,FALSE
6/20/2023,O19-QULY-039,O19,39,Quercus,lyrata,QULY,FALSE,,73937,FALSE,,FALSE,6.9,,,,,,6.9,,,COMM,M,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,1,1,1,5,FALSE,FALSE
6/20/2023,O19-QULY-040,O19,40,Quercus,lyrata,QULY,FALSE,,73944,FALSE,,FALSE,6.7,,,,,,6.7,,,COMM,M,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Dry/brown,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1,1,1,1,5,FALSE,FALSE
6/20/2023,O19-PRUN-041,O19,41,Prunus,unknown,PRUN,FALSE,,61641,FALSE,,FALSE,3.1,,,,,,3.1,,,COMM,M,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,epicormic branching,1,1,1,1,5,FALSE,FALSE
6/20/2023,O19-PRUN-042,O19,42,Prunus,unknown,PRUN,FALSE,,61644,FALSE,,FALSE,2.9,,,,,,2.9,,"4'5""",COMM,M,2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Minimal,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,2,1,2,5,FALSE,FALSE
6/20/2023,O19-QUPH-043,O19,43,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 1,FALSE,7,,,,,,7,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2,2,1,1,5,FALSE,FALSE
6/20/2023,O19-QUPH-044,O19,44,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 2,FALSE,7.4,,,,,,7.4,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,gall in trunk bark,,3,1,1,3,5,FALSE,FALSE
6/20/2023,O19-QUPH-045,O19,45,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 3,FALSE,8.2,,,,,,8.2,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2,1,1,2,5,FALSE,FALSE
6/20/2023,O19-QUPH-046,O19,46,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 4,FALSE,5.7,,,,,,5.7,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,4,1,2,4,5,FALSE,FALSE
6/20/2023,O19-QUPH-047,O19,47,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 5,FALSE,5.5,,,,,,5.5,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,3,1,1,3,5,FALSE,FALSE
6/20/2023,O19-QUPH-048,O19,48,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 6,FALSE,4.1,,,,,,4.1,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,3,1,7,4,5,FALSE,FALSE
6/20/2023,O19-QUPH-049,O19,49,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 7,FALSE,5.4,,,,,,5.4,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,,3,1,4,3,5,FALSE,FALSE
6/20/2023,O19-QUPH-050,O19,50,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 8,FALSE,6.8,,,,,,6.8,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,3,1,1,3,5,FALSE,FALSE
6/20/2023,O19-QUPH-051,O19,51,Quercus,phellos,QUPH,FALSE,,,TRUE,HT tree 9,FALSE,7.5,,,,,,7.5,,,COMM,OM,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,insects,,3,1,1,3,5,FALSE,FALSE
6/20/2023,O19-CHRE-052,O19,52,Chionanthus,retusus,CHRE,FALSE,,56746,FALSE,,FALSE,1.3,,,,,,1.3,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,basal sprouting ,2,1,1,1,5,FALSE,FALSE
6/20/2023,O19-CHRE-053,O19,53,Chionanthus,retusus,CHRE,FALSE,,53483,FALSE,,FALSE,1.2,,,,,,1.2,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"top mostly dead, fruits wrinkled",basal sprouting,4,1,7,4,5,FALSE,FALSE
6/20/2023,O19-CHRE-054,O19,54,Chionanthus,retusus,CHRE,FALSE,,69186,FALSE,,FALSE,0.9,,,,,,0.9,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,fruits wrinkled,basal sprout,5,1,2,4,5,FALSE,FALSE
6/20/2023,O19-CHRE-055,O19,55,Chionanthus,retusus,CHRE,FALSE,,69192,FALSE,,FALSE,1.2,,,,,,1.2,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5,1,2,4,5,FALSE,FALSE
6/20/2023,O19-CHRE-056,O19,56,Chionanthus,retusus,CHRE,FALSE,,69194,FALSE,,FALSE,1.2,,,,,,1.2,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,5,1,3,4,5,FALSE,FALSE
6/20/2023,O19-CHRE-057,O19,57,Chionanthus,retusus,CHRE,FALSE,,69188,FALSE,,FALSE,0.9,,,,,,0.9,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,almostball fruit has decayed,,5,1,3,4,5,FALSE,FALSE
6/20/2023,O19-CHRE-058,O19,58,Chionanthus,retusus,CHRE,FALSE,,56747,FALSE,,FALSE,1.3,,,,,,1.3,,,INST,SP,2,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,None,recent,Lush,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,"ended here, beside bus stop",4,2,2,4,5,FALSE,FALSE
